ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
220,FALSE,Appearance,The Desert Locusts Support,Standard Issue,,NATO,Challenge MISSION READY 4,,,,,0,130
221,FALSE,Appearance,The Desert Locusts Support,Breakpoint,,NATO,Rogue Rivalry (Store),,,x,,1,130
222,FALSE,Appearance,United Albion Assault,Trapper,,NATO,Alliance Strike (Store),,,x,,1,20
223,FALSE,Appearance,United Albion Assault,No Mercy,,NATO,Battlefield REDSEC Season 1 Twitch Drops (Watch 4 hours),,,,Creator Program,1,20
224,FALSE,Appearance,United Albion Assault,Overgrown,,NATO,Challenge BATTLE ROYALE SPECIALIST CHALLENGE 2,,,,,1,20
225,FALSE,Appearance,United Albion Assault,Metropolis,,NATO,Challenge BATTLE ROYALE SPECIALIST CHALLENGE 3,,,,,1,20
226,FALSE,Appearance,United Albion Assault,Tundra,,NATO,Challenge BATTLE ROYALE SPECIALIST CHALLENGE 4,,,,,1,20
227,FALSE,Appearance,United Albion Assault,Canyon,,NATO,Challenge BATTLE ROYALE SPECIALIST CHALLENGE 5,,,,,1,20
228,FALSE,Appearance,United Albion Assault,Standard Issue,,NATO,Challenge BATTLE ROYALE SPECIALIST CHALLENGE 1,,,,,1,20
229,FALSE,Appearance,United Albion Assault,Divided Patterns,,NATO,Season 1 Battle Pass Pacific Ghosts Tier 22,,,,,1,20
230,FALSE,Appearance,United Albion Engineer,Overgrown,,NATO,Challenge GAUNTLET SPECIALIST CHALLENGE 2,,,,,1,70
231,FALSE,Appearance,United Albion Engineer,Metropolis,,NATO,Challenge GAUNTLET SPECIALIST CHALLENGE 3,,,,,1,70
232,FALSE,Appearance,United Albion Engineer,Tundra,,NATO,Challenge GAUNTLET SPECIALIST CHALLENGE 4,,,,,1,70
233,FALSE,Appearance,United Albion Engineer,Canyon,,NATO,Challenge GAUNTLET SPECIALIST CHALLENGE 5,,,,,1,70
234,FALSE,Appearance,United Albion Engineer,Standard Issue,,NATO,Challenge GAUNTLET SPECIALIST CHALLENGE 1,,,,,1,70
235,FALSE,Appearance,United Albion Engineer,Trudge Through,,NATO,Season 1 Battle Pass Soldiers of Fortune Tier 3,,,,,1,70
236,FALSE,Appearance,United Albion Recon,Overgrown,,NATO,Challenge KING OF THE HILL CHALLENGE 2,,,,,0,170
237,FALSE,Appearance,United Albion Recon,Metropolis,,NATO,Challenge KING OF THE HILL CHALLENGE 3,,,,,0,170
238,FALSE,Appearance,United Albion Recon,Tundra,,NATO,Challenge KING OF THE HILL CHALLENGE 4,,,,,0,170
239,FALSE,Appearance,United Albion Recon,Canyon,,NATO,Challenge KING OF THE HILL CHALLENGE 5,,,,,0,170
240,FALSE,Appearance,United Albion Recon,Standard Issue,,NATO,Challenge KING OF THE HILL CHALLENGE 1,,,,,0,170
241,FALSE,Appearance,United Albion Recon,Shadow Trace,,NATO,Season 1 Advanced pack (Store),,,x,,1,170
242,FALSE,Appearance,United Albion Recon,Still Waters,,NATO,Season 1 Battle Pass Deniable Ops Tier 17,,,,,1,170
243,FALSE,Appearance,United Albion Recon,Duty Bound,,NATO,Serve and Sacrifice (Store),,,x,,1,170
244,FALSE,Appearance,United Albion Support,Overgrown,,NATO,Challenge TEAM DEATHMATCH CHALLENGE 2,,,,,0,120
245,FALSE,Appearance,United Albion Support,Metropolis,,NATO,Challenge TEAM DEATHMATCH CHALLENGE 3,,,,,0,120
246,FALSE,Appearance,United Albion Support,Tundra,,NATO,Challenge TEAM DEATHMATCH CHALLENGE 4,,,,,0,120
247,FALSE,Appearance,United Albion Support,Canyon,,NATO,Challenge TEAM DEATHMATCH CHALLENGE 5,,,,,0,120
248,FALSE,Appearance,United Albion Support,Standard Issue,,NATO,Challenge TEAM DEATHMATCH CHALLENGE 1,,,,,0,120
249,FALSE,Appearance,United Albion Support,Serpentine,,NATO,Season 1 Battle Pass Rogue Operators Tier 14,,,,,1,120
250,FALSE,Badges,Assault Rifle Badges,AK4D,Bronze,,AK4D Mastery 10,,,,,0,
251,FALSE,Badges,Assault Rifle Badges,AK4D,Silver,,AK4D Mastery 20,,,,,0,
252,FALSE,Badges,Assault Rifle Badges,AK4D,Gold,,AK4D Mastery 30,,,,,0,
253,FALSE,Badges,Assault Rifle Badges,AK4D,Platinum,,AK4D Mastery 40,,,,,0,
254,FALSE,Badges,Assault Rifle Badges,AK4D,Elite,,AK4D Mastery 50,,,,,0,
255,FALSE,Badges,Assault Rifle Badges,B36A4,Bronze,,B36A4 Mastery 10,,,,,0,
256,FALSE,Badges,Assault Rifle Badges,B36A4,Silver,,B36A4 Mastery 20,,,,,0,
257,FALSE,Badges,Assault Rifle Badges,B36A4,Gold,,B36A4 Mastery 30,,,,,0,
258,FALSE,Badges,Assault Rifle Badges,B36A4,Platinum,,B36A4 Mastery 40,,,,,0,
259,FALSE,Badges,Assault Rifle Badges,B36A4,Elite,,B36A4 Mastery 50,,,,,0,
260,FALSE,Badges,Assault Rifle Badges,KORD 6P67,Bronze,,KORD 6P67 Mastery 10,,,,,0,
261,FALSE,Badges,Assault Rifle Badges,KORD 6P67,Silver,,KORD 6P67 Mastery 20,,,,,0,
262,FALSE,Badges,Assault Rifle Badges,KORD 6P67,Gold,,KORD 6P67 Mastery 30,,,,,0,
263,FALSE,Badges,Assault Rifle Badges,KORD 6P67,Platinum,,KORD 6P67 Mastery 40,,,,,0,
264,FALSE,Badges,Assault Rifle Badges,KORD 6P67,Elite,,KORD 6P67 Mastery 50,,,,,0,
265,FALSE,Badges,Assault Rifle Badges,L85A3,Bronze,,L85A3 Mastery 10,,,,,0,
266,FALSE,Badges,Assault Rifle Badges,L85A3,Silver,,L85A3 Mastery 20,,,,,0,
267,FALSE,Badges,Assault Rifle Badges,L85A3,Gold,,L85A3 Mastery 30,,,,,0,
268,FALSE,Badges,Assault Rifle Badges,L85A3,Platinum,,L85A3 Mastery 40,,,,,0,
269,FALSE,Badges,Assault Rifle Badges,L85A3,Elite,,L85A3 Mastery 50,,,,,0,
270,FALSE,Badges,Assault Rifle Badges,M433,Bronze,,M433 Mastery 10,,,,,0,
271,FALSE,Badges,Assault Rifle Badges,M433,Silver,,M433 Mastery 20,,,,,0,
272,FALSE,Badges,Assault Rifle Badges,M433,Gold,,M433 Mastery 30,,,,,0,
273,FALSE,Badges,Assault Rifle Badges,M433,Platinum,,M433 Mastery 40,,,,,0,
274,FALSE,Badges,Assault Rifle Badges,M433,Elite,,M433 Mastery 50,,,,,0,
275,FALSE,Badges,Assault Rifle Badges,NVO-228E,Bronze,,NVO-228E Mastery 10,,,,,0,
276,FALSE,Badges,Assault Rifle Badges,NVO-228E,Silver,,NVO-228E Mastery 20,,,,,0,
277,FALSE,Badges,Assault Rifle Badges,NVO-228E,Gold,,NVO-228E Mastery 30,,,,,0,
278,FALSE,Badges,Assault Rifle Badges,NVO-228E,Platinum,,NVO-228E Mastery 40,,,,,0,
279,FALSE,Badges,Assault Rifle Badges,NVO-228E,Elite,,NVO-228E Mastery 50,,,,,0,
280,FALSE,Badges,Assault Rifle Badges,SOR-556 MK2,Bronze,,SOR-556 MK2 Mastery 10,,,,,0,
281,FALSE,Badges,Assault Rifle Badges,SOR-556 MK2,Silver,,SOR-556 MK2 Mastery 20,,,,,0,
282,FALSE,Badges,Assault Rifle Badges,SOR-556 MK2,Gold,,SOR-556 MK2 Mastery 30,,,,,0,
283,FALSE,Badges,Assault Rifle Badges,SOR-556 MK2,Platinum,,SOR-556 MK2 Mastery 40,,,,,0,
284,FALSE,Badges,Assault Rifle Badges,SOR-556 MK2,Elite,,SOR-556 MK2 Mastery 50,,,,,0,
285,FALSE,Badges,Assault Rifle Badges,TR-7,Bronze,,TR-7 Mastery 10,,,,,0,
286,FALSE,Badges,Assault Rifle Badges,TR-7,Silver,,TR-7 Mastery 20,,,,,0,
287,FALSE,Badges,Assault Rifle Badges,TR-7,Gold,,TR-7 Mastery 30,,,,,0,
288,FALSE,Badges,Assault Rifle Badges,TR-7,Platinum,,TR-7 Mastery 40,,,,,0,
289,FALSE,Badges,Assault Rifle Badges,TR-7,Elite,,TR-7 Mastery 50,,,,,0,
290,FALSE,Badges,Carbine Badges,AK-205,Bronze,,AK-205 Mastery 10,,,,,0,
291,FALSE,Badges,Carbine Badges,AK-205,Silver,,AK-205 Mastery 20,,,,,0,
292,FALSE,Badges,Carbine Badges,AK-205,Gold,,AK-205 Mastery 30,,,,,0,
293,FALSE,Badges,Carbine Badges,AK-205,Platinum,,AK-205 Mastery 40,,,,,0,
294,FALSE,Badges,Carbine Badges,AK-205,Elite,,AK-205 Mastery 50,,,,,0,
295,FALSE,Badges,Carbine Badges,GRT-BC,Bronze,,GRT-BC Mastery 10,,,,,0,
296,FALSE,Badges,Carbine Badges,GRT-BC,Silver,,GRT-BC Mastery 20,,,,,0,
297,FALSE,Badges,Carbine Badges,GRT-BC,Gold,,GRT-BC Mastery 30,,,,,0,
298,FALSE,Badges,Carbine Badges,GRT-BC,Platinum,,GRT-BC Mastery 40,,,,,0,
299,FALSE,Badges,Carbine Badges,GRT-BC,Elite,,GRT-BC Mastery 50,,,,,0,
300,FALSE,Badges,Carbine Badges,M277,Bronze,,M277 Mastery 10,,,,,0,
301,FALSE,Badges,Carbine Badges,M277,Silver,,M277 Mastery 20,,,,,0,
302,FALSE,Badges,Carbine Badges,M277,Gold,,M277 Mastery 30,,,,,0,
303,FALSE,Badges,Carbine Badges,M277,Platinum,,M277 Mastery 40,,,,,0,
304,FALSE,Badges,Carbine Badges,M277,Elite,,M277 Mastery 50,,,,,0,
305,FALSE,Badges,Carbine Badges,M417 A2,Bronze,,M417 A2 Mastery 10,,,,,0,
306,FALSE,Badges,Carbine Badges,M417 A2,Silver,,M417 A2 Mastery 20,,,,,0,
307,FALSE,Badges,Carbine Badges,M417 A2,Gold,,M417 A2 Mastery 30,,,,,0,
308,FALSE,Badges,Carbine Badges,M417 A2,Platinum,,M417 A2 Mastery 40,,,,,0,
309,FALSE,Badges,Carbine Badges,M417 A2,Elite,,M417 A2 Mastery 50,,,,,0,
310,FALSE,Badges,Carbine Badges,M4A1,Bronze,,M4A1 Mastery 10,,,,,0,
311,FALSE,Badges,Carbine Badges,M4A1,Silver,,M4A1 Mastery 20,,,,,0,
312,FALSE,Badges,Carbine Badges,M4A1,Gold,,M4A1 Mastery 30,,,,,0,
313,FALSE,Badges,Carbine Badges,M4A1,Platinum,,M4A1 Mastery 40,,,,,0,
314,FALSE,Badges,Carbine Badges,M4A1,Elite,,M4A1 Mastery 50,,,,,0,
315,FALSE,Badges,Carbine Badges,QBZ-192,Bronze,,QBZ-192 Mastery 10,,,,,0,
316,FALSE,Badges,Carbine Badges,QBZ-192,Silver,,QBZ-192 Mastery 20,,,,,0,
317,FALSE,Badges,Carbine Badges,QBZ-192,Gold,,QBZ-192 Mastery 30,,,,,0,
318,FALSE,Badges,Carbine Badges,QBZ-192,Platinum,,QBZ-192 Mastery 40,,,,,0,
319,FALSE,Badges,Carbine Badges,QBZ-192,Elite,,QBZ-192 Mastery 50,,,,,0,
320,FALSE,Badges,Carbine Badges,SG 553R,Bronze,,SG 553R Mastery 10,,,,,0,
321,FALSE,Badges,Carbine Badges,SG 553R,Silver,,SG 553R Mastery 20,,,,,0,
322,FALSE,Badges,Carbine Badges,SG 553R,Gold,,SG 553R Mastery 30,,,,,0,
323,FALSE,Badges,Carbine Badges,SG 553R,Platinum,,SG 553R Mastery 40,,,,,0,
324,FALSE,Badges,Carbine Badges,SG 553R,Elite,,SG 553R Mastery 50,,,,,0,
325,FALSE,Badges,Carbine Badges,SOR-300SC,Bronze,,SOR-300SC Mastery 10,,,,,1,
326,FALSE,Badges,Carbine Badges,SOR-300SC,Silver,,SOR-300SC Mastery 20,,,,,1,
327,FALSE,Badges,Carbine Badges,SOR-300SC,Gold,,SOR-300SC Mastery 30,,,,,1,
328,FALSE,Badges,Carbine Badges,SOR-300SC,Platinum,,SOR-300SC Mastery 40,,,,,1,
329,FALSE,Badges,Carbine Badges,SOR-300SC,Elite,,SOR-300SC Mastery 50,,,,,1,
330,FALSE,Badges,Class Badges,Assault,Bronze,,Challenge ASSAULT 1,,,,,0,
331,FALSE,Badges,Class Badges,Assault,Silver,,Challenge ASSAULT 2,,,,,0,
332,FALSE,Badges,Class Badges,Assault,Gold,,Challenge ASSAULT 3,,,,,0,
333,FALSE,Badges,Class Badges,Assault,Platinum,,Challenge ASSAULT EXPERT 1,,,,,0,
334,FALSE,Badges,Class Badges,Assault,Elite,,Challenge ASSAULT EXPERT 3,,,,,0,
335,FALSE,Badges,Class Badges,Engineer,Bronze,,Challenge ENGINEER 1,,,,,0,
336,FALSE,Badges,Class Badges,Engineer,Silver,,Challenge ENGINEER 2,,,,,0,
337,FALSE,Badges,Class Badges,Engineer,Gold,,Challenge ENGINEER 3,,,,,0,
338,FALSE,Badges,Class Badges,Engineer,Platinum,,Challenge ENGINEER SPECIALIST 1,,,,,0,
339,FALSE,Badges,Class Badges,Engineer,Elite,,Challenge ENGINEER SPECIALIST 3,,,,,0,
340,FALSE,Badges,Class Badges,Recon,Bronze,,Challenge RECON 1,,,,,0,
341,FALSE,Badges,Class Badges,Recon,Silver,,Challenge RECON 2,,,,,0,
342,FALSE,Badges,Class Badges,Recon,Gold,,Challenge RECON 3,,,,,0,
343,FALSE,Badges,Class Badges,Recon,Platinum,,Challenge RECON SPECIALIST 1,,,,,0,
344,FALSE,Badges,Class Badges,Recon,Elite,,Challenge RECON SPECIALIST 3,,,,,0,
345,FALSE,Badges,Class Badges,Support,Bronze,,Challenge SUPPORT 1,,,,,0,
346,FALSE,Badges,Class Badges,Support,Silver,,Challenge SUPPORT 2,,,,,0,
347,FALSE,Badges,Class Badges,Support,Gold,,Challenge SUPPORT 3,,,,,0,
348,FALSE,Badges,Class Badges,Support,Platinum,,Challenge SUPPORT SPECIALIST 1,,,,,0,
349,FALSE,Badges,Class Badges,Support,Elite,,Challenge SUPPORT SPECIALIST 3,,,,,0,
350,FALSE,Badges,DMR Badges,LMR27,Bronze,,LMR27 Mastery 10,,,,,0,
351,FALSE,Badges,DMR Badges,LMR27,Silver,,LMR27 Mastery 20,,,,,0,
352,FALSE,Badges,DMR Badges,LMR27,Gold,,LMR27 Mastery 30,,,,,0,
353,FALSE,Badges,DMR Badges,LMR27,Platinum,,LMR27 Mastery 40,,,,,0,
354,FALSE,Badges,DMR Badges,LMR27,Elite,,LMR27 Mastery 50,,,,,0,
355,FALSE,Badges,DMR Badges,M39 EMR,Bronze,,M39 EMR Mastery 10,,,,,0,
356,FALSE,Badges,DMR Badges,M39 EMR,Silver,,M39 EMR Mastery 20,,,,,0,
357,FALSE,Badges,DMR Badges,M39 EMR,Gold,,M39 EMR Mastery 30,,,,,0,
358,FALSE,Badges,DMR Badges,M39 EMR,Platinum,,M39 EMR Mastery 40,,,,,0,
359,FALSE,Badges,DMR Badges,M39 EMR,Elite,,M39 EMR Mastery 50,,,,,0,
360,FALSE,Badges,DMR Badges,SVDM,Bronze,,SVDM Mastery 10,,,,,0,
361,FALSE,Badges,DMR Badges,SVDM,Silver,,SVDM Mastery 20,,,,,0,
362,FALSE,Badges,DMR Badges,SVDM,Gold,,SVDM Mastery 30,,,,,0,
363,FALSE,Badges,DMR Badges,SVDM,Platinum,,SVDM Mastery 40,,,,,0,
364,FALSE,Badges,DMR Badges,SVDM,Elite,,SVDM Mastery 50,,,,,0,
365,FALSE,Badges,DMR Badges,SVK-8.6,Bronze,,SVK-8.6 Mastery 10,,,,,0,
366,FALSE,Badges,DMR Badges,SVK-8.6,Silver,,SVK-8.6 Mastery 20,,,,,0,
367,FALSE,Badges,DMR Badges,SVK-8.6,Gold,,SVK-8.6 Mastery 30,,,,,0,
368,FALSE,Badges,DMR Badges,SVK-8.6,Platinum,,SVK-8.6 Mastery 40,,,,,0,
369,FALSE,Badges,DMR Badges,SVK-8.6,Elite,,SVK-8.6 Mastery 50,,,,,0,
370,FALSE,Badges,Machine Gun Badges,DRS-IAR,Bronze,,DRS-IAR Mastery 10,,,,,0,
371,FALSE,Badges,Machine Gun Badges,DRS-IAR,Silver,,DRS-IAR Mastery 20,,,,,0,
372,FALSE,Badges,Machine Gun Badges,DRS-IAR,Gold,,DRS-IAR Mastery 30,,,,,0,
373,FALSE,Badges,Machine Gun Badges,DRS-IAR,Platinum,,DRS-IAR Mastery 40,,,,,0,
374,FALSE,Badges,Machine Gun Badges,DRS-IAR,Elite,,DRS-IAR Mastery 50,,,,,0,
375,FALSE,Badges,Machine Gun Badges,KTS100 MK8,Bronze,,KTS100 MK8 Mastery 10,,,,,0,
376,FALSE,Badges,Machine Gun Badges,KTS100 MK8,Silver,,KTS100 MK8 Mastery 20,,,,,0,
377,FALSE,Badges,Machine Gun Badges,KTS100 MK8,Gold,,KTS100 MK8 Mastery 30,,,,,0,
378,FALSE,Badges,Machine Gun Badges,KTS100 MK8,Platinum,,KTS100 MK8 Mastery 40,,,,,0,
379,FALSE,Badges,Machine Gun Badges,KTS100 MK8,Elite,,KTS100 MK8 Mastery 50,,,,,0,
380,FALSE,Badges,Machine Gun Badges,L110,Bronze,,L110 Mastery 10,,,,,0,
381,FALSE,Badges,Machine Gun Badges,L110,Silver,,L110 Mastery 20,,,,,0,
382,FALSE,Badges,Machine Gun Badges,L110,Gold,,L110 Mastery 30,,,,,0,
383,FALSE,Badges,Machine Gun Badges,L110,Platinum,,L110 Mastery 40,,,,,0,
384,FALSE,Badges,Machine Gun Badges,L110,Elite,,L110 Mastery 50,,,,,0,
385,FALSE,Badges,Machine Gun Badges,M/60,Bronze,,M/60 Mastery 10,,,,,0,
386,FALSE,Badges,Machine Gun Badges,M/60,Silver,,M/60 Mastery 20,,,,,0,
387,FALSE,Badges,Machine Gun Badges,M/60,Gold,,M/60 Mastery 30,,,,,0,
388,FALSE,Badges,Machine Gun Badges,M/60,Platinum,,M/60 Mastery 40,,,,,0,
389,FALSE,Badges,Machine Gun Badges,M/60,Elite,,M/60 Mastery 50,,,,,0,
390,FALSE,Badges,Machine Gun Badges,M123K,Bronze,,M123K Mastery 10,,,,,0,
391,FALSE,Badges,Machine Gun Badges,M123K,Silver,,M123K Mastery 20,,,,,0,
392,FALSE,Badges,Machine Gun Badges,M123K,Gold,,M123K Mastery 30,,,,,0,
393,FALSE,Badges,Machine Gun Badges,M123K,Platinum,,M123K Mastery 40,,,,,0,
394,FALSE,Badges,Machine Gun Badges,M123K,Elite,,M123K Mastery 50,,,,,0,
395,FALSE,Badges,Machine Gun Badges,M240L,Bronze,,M240L Mastery 10,,,,,0,
396,FALSE,Badges,Machine Gun Badges,M240L,Silver,,M240L Mastery 20,,,,,0,
397,FALSE,Badges,Machine Gun Badges,M240L,Gold,,M240L Mastery 30,,,,,0,
398,FALSE,Badges,Machine Gun Badges,M240L,Platinum,,M240L Mastery 40,,,,,0,
399,FALSE,Badges,Machine Gun Badges,M240L,Elite,,M240L Mastery 50,,,,,0,
400,FALSE,Badges,Machine Gun Badges,M250,Bronze,,M250 Mastery 10,,,,,0,
401,FALSE,Badges,Machine Gun Badges,M250,Silver,,M250 Mastery 20,,,,,0,
402,FALSE,Badges,Machine Gun Badges,M250,Gold,,M250 Mastery 30,,,,,0,
403,FALSE,Badges,Machine Gun Badges,M250,Platinum,,M250 Mastery 40,,,,,0,
404,FALSE,Badges,Machine Gun Badges,M250,Elite,,M250 Mastery 50,,,,,0,
405,FALSE,Badges,Machine Gun Badges,RPKM,Bronze,,RPKM Mastery 10,,,,,0,
406,FALSE,Badges,Machine Gun Badges,RPKM,Silver,,RPKM Mastery 20,,,,,0,
407,FALSE,Badges,Machine Gun Badges,RPKM,Gold,,RPKM Mastery 30,,,,,0,
408,FALSE,Badges,Machine Gun Badges,RPKM,Platinum,,RPKM Mastery 40,,,,,0,
409,FALSE,Badges,Machine Gun Badges,RPKM,Elite,,RPKM Mastery 50,,,,,0,
410,FALSE,Badges,Pistol Badges,ES 5.7,Bronze,,ES 5.7 Mastery 10,,,,,0,
411,FALSE,Badges,Pistol Badges,ES 5.7,Silver,,ES 5.7 Mastery 20,,,,,0,
412,FALSE,Badges,Pistol Badges,ES 5.7,Gold,,ES 5.7 Mastery 30,,,,,0,
413,FALSE,Badges,Pistol Badges,ES 5.7,Platinum,,ES 5.7 Mastery 40,,,,,0,
414,FALSE,Badges,Pistol Badges,ES 5.7,Elite,,ES 5.7 Mastery 50,,,,,0,
415,FALSE,Badges,Pistol Badges,GGH-22,Bronze,,GGH-22 Mastery 10,,,,,1,
416,FALSE,Badges,Pistol Badges,GGH-22,Silver,,GGH-22 Mastery 20,,,,,1,
417,FALSE,Badges,Pistol Badges,GGH-22,Gold,,GGH-22 Mastery 30,,,,,1,
418,FALSE,Badges,Pistol Badges,GGH-22,Platinum,,GGH-22 Mastery 40,,,,,1,
419,FALSE,Badges,Pistol Badges,GGH-22,Elite,,GGH-22 Mastery 50,,,,,1,
420,FALSE,Badges,Pistol Badges,M44,Bronze,,M44 Mastery 10,,,,,0,
421,FALSE,Badges,Pistol Badges,M44,Silver,,M44 Mastery 20,,,,,0,
422,FALSE,Badges,Pistol Badges,M44,Gold,,M44 Mastery 30,,,,,0,
423,FALSE,Badges,Pistol Badges,M44,Platinum,,M44 Mastery 40,,,,,0,
424,FALSE,Badges,Pistol Badges,M44,Elite,,M44 Mastery 50,,,,,0,
425,FALSE,Badges,Pistol Badges,M45A1,Bronze,,M45A1 Mastery 10,,,,,0,
426,FALSE,Badges,Pistol Badges,M45A1,Silver,,M45A1 Mastery 20,,,,,0,
427,FALSE,Badges,Pistol Badges,M45A1,Gold,,M45A1 Mastery 30,,,,,0,
428,FALSE,Badges,Pistol Badges,M45A1,Platinum,,M45A1 Mastery 40,,,,,0,
429,FALSE,Badges,Pistol Badges,M45A1,Elite,,M45A1 Mastery 50,,,,,0,
430,FALSE,Badges,Pistol Badges,P18,Bronze,,P18 Mastery 10,,,,,0,
431,FALSE,Badges,Pistol Badges,P18,Silver,,P18 Mastery 20,,,,,0,
432,FALSE,Badges,Pistol Badges,P18,Gold,,P18 Mastery 30,,,,,0,
433,FALSE,Badges,Pistol Badges,P18,Platinum,,P18 Mastery 40,,,,,0,
434,FALSE,Badges,Pistol Badges,P18,Elite,,P18 Mastery 50,,,,,0,
435,FALSE,Badges,Season Badges,Season 1,Bronze,,Season 1 Battle Pass tiers,,,,,1,
436,FALSE,Badges,Season Badges,Season 1,Silver,,Season 1 Battle Pass tiers,,,,,1,
437,FALSE,Badges,Season Badges,Season 1,Gold,,Season 1 Battle Pass tiers,,,,,1,
438,FALSE,Badges,Season Badges,Season 1,Platinum,,Season 1 Battle Pass tiers,,,,,1,
439,FALSE,Badges,Season Badges,Season 1,Elite,,Season 1 Battle Pass tiers,,,,,1,
440,FALSE,Badges,Shotgun Badges,18.5KS-K,Bronze,,18.5KS-K Mastery 10,,,,,0,
441,FALSE,Badges,Shotgun Badges,18.5KS-K,Silver,,18.5KS-K Mastery 20,,,,,0,
442,FALSE,Badges,Shotgun Badges,18.5KS-K,Gold,,18.5KS-K Mastery 30,,,,,0,
443,FALSE,Badges,Shotgun Badges,18.5KS-K,Platinum,,18.5KS-K Mastery 40,,,,,0,
444,FALSE,Badges,Shotgun Badges,18.5KS-K,Elite,,18.5KS-K Mastery 50,,,,,0,
445,FALSE,Badges,Shotgun Badges,M1014,Bronze,,M1014 Mastery 10,,,,,0,
446,FALSE,Badges,Shotgun Badges,M1014,Silver,,M1014 Mastery 20,,,,,0,
447,FALSE,Badges,Shotgun Badges,M1014,Gold,,M1014 Mastery 30,,,,,0,
448,FALSE,Badges,Shotgun Badges,M1014,Platinum,,M1014 Mastery 40,,,,,0,
449,FALSE,Badges,Shotgun Badges,M1014,Elite,,M1014 Mastery 50,,,,,0,
450,FALSE,Badges,Shotgun Badges,M87A1,Bronze,,M87A1 Mastery 10,,,,,0,
451,FALSE,Badges,Shotgun Badges,M87A1,Silver,,M87A1 Mastery 20,,,,,0,
452,FALSE,Badges,Shotgun Badges,M87A1,Gold,,M87A1 Mastery 30,,,,,0,
453,FALSE,Badges,Shotgun Badges,M87A1,Platinum,,M87A1 Mastery 40,,,,,0,
454,FALSE,Badges,Shotgun Badges,M87A1,Elite,,M87A1 Mastery 50,,,,,0,
455,FALSE,Badges,Sniper Rifles Badges,M2010 ESR,Bronze,,M2010 ESR Mastery 10,,,,,0,
456,FALSE,Badges,Sniper Rifles Badges,M2010 ESR,Silver,,M2010 ESR Mastery 20,,,,,0,
457,FALSE,Badges,Sniper Rifles Badges,M2010 ESR,Gold,,M2010 ESR Mastery 30,,,,,0,
458,FALSE,Badges,Sniper Rifles Badges,M2010 ESR,Platinum,,M2010 ESR Mastery 40,,,,,0,
459,FALSE,Badges,Sniper Rifles Badges,M2010 ESR,Elite,,M2010 ESR Mastery 50,,,,,0,
460,FALSE,Badges,Sniper Rifles Badges,Mini Scout,Bronze,,Mini Scout Mastery 10,,,,,1,
461,FALSE,Badges,Sniper Rifles Badges,Mini Scout,Silver,,Mini Scout Mastery 20,,,,,1,
462,FALSE,Badges,Sniper Rifles Badges,Mini Scout,Gold,,Mini Scout Mastery 30,,,,,1,
463,FALSE,Badges,Sniper Rifles Badges,Mini Scout,Platinum,,Mini Scout Mastery 40,,,,,1,
464,FALSE,Badges,Sniper Rifles Badges,Mini Scout,Elite,,Mini Scout Mastery 50,,,,,1,
465,FALSE,Badges,Sniper Rifles Badges,PSR,Bronze,,PSR Mastery 10,,,,,0,
466,FALSE,Badges,Sniper Rifles Badges,PSR,Silver,,PSR Mastery 20,,,,,0,
467,FALSE,Badges,Sniper Rifles Badges,PSR,Gold,,PSR Mastery 30,,,,,0,
468,FALSE,Badges,Sniper Rifles Badges,PSR,Platinum,,PSR Mastery 40,,,,,0,
469,FALSE,Badges,Sniper Rifles Badges,PSR,Elite,,PSR Mastery 50,,,,,0,
470,FALSE,Badges,Sniper Rifles Badges,SV-98,Gold,,SV-98 Mastery 30,,,,,0,
471,FALSE,Badges,Sniper Rifles Badges,SV-98,Platinum,,SV-98 Mastery 40,,,,,0,
472,FALSE,Badges,Sniper Rifles Badges,SV-98,Elite,,SV-98 Mastery 50,,,,,0,
473,FALSE,Badges,Sniper Rifles Badges,SV-98,Bronze,,SV-98 Mastery 10,,,,,0,
474,FALSE,Badges,Sniper Rifles Badges,SV-98,Silver,,SV-98 Mastery 20,,,,,0,
475,FALSE,Badges,Vehicle Badges,Armored Transport,Bronze,,ATP Mastery 10,,,,,1,
476,FALSE,Badges,Vehicle Badges,Armored Transport,Silver,,ATP Mastery 20,,,,,1,
477,FALSE,Badges,Vehicle Badges,Armored Transport,Gold,,ATP Mastery 30,,,,,1,
478,FALSE,Badges,Vehicle Badges,Armored Transport,Platinum,,ATP Mastery 40,,,,,1,
